external_id,category,source,label,scientific_name,data_type,count,period_start,period_end,country,region,province,location,lat,lon,radius_km,color,url_source,notes
VECTORNET-IT-2026-AEDES-JAPONICUS-BRESCIA,vectors,VECTORNET_CURATED,Aedes japonicus,Aedes japonicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Lombardia,Brescia,Brescia,45.779580,10.425873,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Brescia (Brescia); previous coordinates 45.5416,10.2118; match=municipality_region."
VECTORNET-IT-2026-AEDES-JAPONICUS-MILANO,vectors,VECTORNET_CURATED,Aedes japonicus,Aedes japonicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Lombardia,Milano,Milano,45.466800,9.190500,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Milano (Milano); previous coordinates 45.4642,9.1900; match=municipality_region."
VECTORNET-IT-2026-AEDES-JAPONICUS-PAVIA,vectors,VECTORNET_CURATED,Aedes japonicus,Aedes japonicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Lombardia,Pavia,Pavia,45.036855,9.137825,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Pavia (Pavia); previous coordinates 45.1847,9.1582; match=municipality_region."
VECTORNET-IT-2026-AEDES-KOREICUS-TORINO,vectors,VECTORNET_CURATED,Aedes koreicus,Aedes koreicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Piemonte,Torino,Torino,45.067755,7.682489,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Torino (Torino); previous coordinates 45.0703,7.6869; match=municipality_region."
VECTORNET-IT-2026-AEDES-KOREICUS-CUNEO,vectors,VECTORNET_CURATED,Aedes koreicus,Aedes koreicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Piemonte,Cuneo,Cuneo,44.458070,7.558137,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Cuneo (Cuneo); previous coordinates 44.3845,7.5427; match=municipality_region."
VECTORNET-IT-2026-AEDES-KOREICUS-MILANO,vectors,VECTORNET_CURATED,Aedes koreicus,Aedes koreicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Lombardia,Milano,Milano,45.466800,9.190500,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Milano (Milano); previous coordinates 45.4642,9.1900; match=municipality_region."
VECTORNET-IT-2026-AEDES-KOREICUS-BRESCIA,vectors,VECTORNET_CURATED,Aedes koreicus,Aedes koreicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Lombardia,Brescia,Brescia,45.779580,10.425873,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Brescia (Brescia); previous coordinates 45.5416,10.2118; match=municipality_region."
VECTORNET-IT-2026-AEDES-KOREICUS-GENOVA,vectors,VECTORNET_CURATED,Aedes koreicus,Aedes koreicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Liguria,Genova,Genova,44.407260,8.933862,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Genova (Genova); previous coordinates 44.4048,8.9444; match=municipality_region."
VECTORNET-IT-2026-AEDES-KOREICUS-VERONA,vectors,VECTORNET_CURATED,Aedes koreicus,Aedes koreicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Veneto,Verona,Verona,45.438496,10.992412,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Verona (Verona); previous coordinates 45.4384,10.9916; match=municipality_region."
VECTORNET-IT-2026-AEDES-KOREICUS-PADOVA,vectors,VECTORNET_CURATED,Aedes koreicus,Aedes koreicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Veneto,Padova,Padova,45.407717,11.873446,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Padova (Padova); previous coordinates 45.4064,11.8768; match=municipality_region."
VECTORNET-IT-2026-AEDES-KOREICUS-PAVIA,vectors,VECTORNET_CURATED,Aedes koreicus,Aedes koreicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Lombardia,Pavia,Pavia,45.036855,9.137825,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Pavia (Pavia); previous coordinates 45.1847,9.1582; match=municipality_region."
VECTORNET-IT-2026-AEDES-KOREICUS-BOLOGNA,vectors,VECTORNET_CURATED,Aedes koreicus,Aedes koreicus,established_distribution_area,1,2026-01-01,2026-07-29,Italy,Emilia-Romagna,Bologna,Bologna,44.493758,11.343031,35,#7C3AED,https://www.ecdc.europa.eu/en/disease-vectors/surveillance-and-disease-data/mosquito-maps,"Curated territorial vector layer based on documented established distribution area. Count=1 indicates presence/distribution area, not a single observation. This is contextual vector information, not a disease diagnosis or outbreak.; territorial geocoding correction v247: snapped to Bologna (Bologna); previous coordinates 44.4949,11.3426; match=municipality_region."
